"RaceNo","Date","Site","Cars","Len","Sfc","Miles","Cau","Speed","LC","Driver","Finish","Start","CarNumber","Make","Pts","Laps","Led","Status","Rating","Winnings","Team"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"David Stremme",31,30,"#12","Dodge","70/0",370,0,"accident",55.6,112740,"Penske Racing"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"Paul Menard",32,36,"#98","Ford","67/0",363,0,"Running",45.4,109506,"Yates Racing"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"Robby Gordon",33,40,"#7","Toyota","64/0",282,0,"accident",44.4,98660,"Robby Gordon Motorsports"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"John Andretti",34,41,"#34","Chevrolet","61/0",253,0,"accident",33.2,86750,"Front Row Motorsports"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"Michael Waltrip",35,29,"#55","Toyota","58/0",250,0,"engine",37.3,86525,"Michael Waltrip Racing"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"Denny Hamlin",36,16,"#11","Toyota","55/0",232,0,"accident",78.8,96400,"Joe Gibbs Racing"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"Scott Speed",37,23,"#82","Toyota","52/0",118,0,"engine",31.8,90328,"Team Red Bull"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"Joe Nemechek",38,38,"#187","Toyota","49/0",67,0,"drive shaft",37.2,78145,"NEMCO Motorsports"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"Dave Blaney",39,39,"#66","Toyota","46/0",66,0,"transmission",30.4,78030,"Prism Motorsports"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"Mike Bliss",40,37,"#09","Dodge","43/0",56,0,"electrical",29,77900,"Phoenix Racing"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"Mike Skinner",41,34,"#36","Toyota","40/0",51,0,"engine",30.5,77745,"Tommy Baldwin Racing"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"Tony Raines",42,43,"#37","Chevrolet","37/0",42,0,"accident",25.4,77665,"Front Row Motorsports"
13,2009-05-31,"Dover",43,1,"P",400,10,115.237,25,"David Gilliland",43,24,"#171","Chevrolet","39/5",38,1,"power steering",37.3,78034,"TRG Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Tony Stewart",1,1,"#14","Chevrolet","190/5",200,39,"Running",122.5,238798,"Stewart-Haas Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Carl Edwards",2,11,"#99","Ford","180/10",200,103,"Running",138.5,210356,"Roush Fenway Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"David Reutimann",3,13,"#00","Toyota","165/0",200,0,"Running",99.6,157148,"Michael Waltrip Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Jeff Gordon",4,2,"#24","Chevrolet","165/5",200,9,"Running",101.7,149976,"Hendrick Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Ryan Newman",5,5,"#39","Chevrolet","160/5",200,1,"Running",91.7,131429,"Stewart-Haas Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Marcos Ambrose",6,20,"#47","Toyota","150/0",200,0,"Running",85.4,107998,"JTG Daugherty Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Jimmie Johnson",7,3,"#48","Chevrolet","151/5",200,31,"Running",116.1,147351,"Hendrick Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Juan Pablo Montoya",8,15,"#42","Chevrolet","142/0",200,0,"Running",71.3,117623,"Earnhardt Ganassi Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Jeff Burton",9,10,"#31","Chevrolet","138/0",200,0,"Running",96.5,124206,"Richard Childress Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Sam Hornish Jr.",10,26,"#77","Dodge","134/0",200,0,"Running",76.9,99660,"Penske Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Greg Biffle",11,9,"#16","Ford","135/5",200,4,"Running",117.3,96775,"Roush Fenway Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Clint Bowyer",12,16,"#33","Chevrolet","127/0",200,0,"Running",84.3,85075,"Richard Childress Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Jamie McMurray",13,22,"#26","Ford","129/5",200,1,"Running",70.7,85150,"Roush Fenway Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Casey Mears",14,21,"#07","Chevrolet","126/5",200,1,"Running",70.7,88650,"Richard Childress Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Kasey Kahne",15,14,"#9","Dodge","118/0",200,0,"Running",88.6,113248,"Richard Petty Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Matt Kenseth",16,8,"#17","Ford","120/5",200,6,"Running",106.1,115840,"Roush Fenway Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Michael Waltrip",17,32,"#55","Toyota","112/0",200,0,"Running",54.3,80750,"Michael Waltrip Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Martin Truex Jr.",18,19,"#1","Chevrolet","109/0",200,0,"Running",78.7,107440,"Earnhardt Ganassi Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Mark Martin",19,12,"#5","Chevrolet","111/5",200,1,"Running",97.6,80100,"Hendrick Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Reed Sorenson",20,25,"#43","Dodge","103/0",200,0,"Running",66.4,110876,"Richard Petty Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Brian Vickers",21,17,"#83","Toyota","100/0",200,0,"Running",81.5,99748,"Team Red Bull"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Kyle Busch",22,6,"#18","Toyota","97/0",200,0,"Running",83,115723,"Joe Gibbs Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Joey Logano",23,23,"#20","Toyota","94/0",200,0,"Running",59.9,117451,"Joe Gibbs Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Kevin Harvick",24,24,"#29","Chevrolet","91/0",200,0,"Running",68.1,108078,"Richard Childress Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Elliott Sadler",25,27,"#19","Dodge","93/5",200,2,"Running",55.8,78900,"Richard Petty Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"David Ragan",26,31,"#6","Ford","85/0",200,0,"Running",55,78500,"Roush Fenway Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Dale Earnhardt Jr.",27,18,"#88","Chevrolet","82/0",200,0,"Running",67.5,85000,"Hendrick Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Bobby Labonte",28,28,"#96","Ford","79/0",200,0,"Running",57.2,97479,"Hall of Fame Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Paul Menard",29,33,"#98","Ford","76/0",200,0,"Running",49.5,99606,"Yates Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"A.J. Allmendinger",30,30,"#44","Dodge","73/0",199,0,"Running",73.1,67050,"Richard Petty Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Robby Gordon",31,34,"#7","Toyota","70/0",199,0,"Running",44.9,86160,"Robby Gordon Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Scott Speed",32,37,"#82","Toyota","67/0",199,0,"Running",43.9,78298,"Team Red Bull"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Regan Smith",33,42,"#78","Chevrolet","64/0",198,0,"Running",42.5,66025,"Furniture Row Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"David Stremme",34,29,"#12","Dodge","61/0",198,0,"Running",47.9,98315,"Penske Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"John Andretti",35,35,"#34","Chevrolet","58/0",198,0,"Running",34.6,74625,"Front Row Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Dexter Bean",36,43,"#51","Dodge","55/0",196,0,"Running",29.1,65450,"Blackjack Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Kurt Busch",37,4,"#2","Dodge","57/5",182,2,"Running",90.2,83275,"Penske Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Denny Hamlin",38,7,"#11","Toyota","49/0",178,0,"Running",37.4,83150,"Joe Gibbs Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Sterling Marlin",39,36,"#09","Dodge","46/0",56,0,"fuel pump",28.8,65025,"Phoenix Racing"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Dave Blaney",40,41,"#66","Toyota","43/0",37,0,"vibration",27.4,64875,"Prism Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Joe Nemechek",41,39,"#187","Toyota","40/0",36,0,"vibration",31.5,64725,"NEMCO Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"David Gilliland",42,38,"#171","Chevrolet","37/0",34,0,"ignition",33.5,64575,"TRG Motorsports"
14,2009-06-07,"Pocono",43,2.5,"P",500,5,138.515,22,"Patrick Carpentier",43,40,"#36","Toyota","34/0",32,0,"vibration",30.4,64952,"Tommy Baldwin Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Mark Martin",1,32,"#5","Chevrolet","190/5",200,1,"Running",113.7,189125,"Hendrick Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Jeff Gordon",2,27,"#24","Chevrolet","170/0",200,0,"Running",100.3,159576,"Hendrick Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Denny Hamlin",3,14,"#11","Toyota","170/5",200,1,"Running",108.9,125625,"Joe Gibbs Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Carl Edwards",4,29,"#99","Ford","165/5",200,1,"Running",100.9,148156,"Roush Fenway Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Greg Biffle",5,20,"#16","Ford","160/5",200,42,"Running",124,118200,"Roush Fenway Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Juan Pablo Montoya",6,7,"#42","Chevrolet","150/0",200,0,"Running",112,136173,"Earnhardt Ganassi Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Tony Stewart",7,11,"#14","Chevrolet","146/0",200,0,"Running",107.8,109923,"Stewart-Haas Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Kurt Busch",8,5,"#2","Dodge","142/0",200,0,"Running",106.6,101150,"Penske Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Brian Vickers",9,1,"#83","Toyota","138/0",200,0,"Running",91.6,120273,"Team Red Bull"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Clint Bowyer",10,9,"#33","Chevrolet","134/0",200,0,"Running",92.9,96250,"Richard Childress Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Jamie McMurray",11,31,"#26","Ford","130/0",200,0,"Running",78.7,93100,"Roush Fenway Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Elliott Sadler",12,25,"#19","Dodge","127/0",200,0,"Running",75.6,91925,"Richard Petty Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Kyle Busch",13,2,"#18","Toyota","129/5",200,9,"Running",96.2,140098,"Joe Gibbs Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Dale Earnhardt Jr.",14,30,"#88","Chevrolet","121/0",200,0,"Running",82.9,96725,"Hendrick Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"David Ragan",15,23,"#6","Ford","118/0",200,0,"Running",83,91675,"Roush Fenway Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Bill Elliott",16,15,"#21","Ford","115/0",200,0,"Running",73.1,78175,"Wood Brothers Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Robby Gordon",17,13,"#7","Toyota","112/0",200,0,"Running",68.5,99985,"Robby Gordon Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Kevin Harvick",18,12,"#29","Chevrolet","109/0",200,0,"Running",74.6,118178,"Richard Childress Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"David Reutimann",19,4,"#00","Toyota","106/0",200,0,"Running",70.1,105348,"Michael Waltrip Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Matt Kenseth",20,16,"#17","Ford","103/0",200,0,"Running",80.1,124590,"Roush Fenway Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Kasey Kahne",21,8,"#9","Dodge","100/0",200,0,"Running",92.6,118748,"Richard Petty Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Jimmie Johnson",22,3,"#48","Chevrolet","107/10",200,146,"Running",131.2,130751,"Hendrick Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Ryan Newman",23,18,"#39","Chevrolet","94/0",199,0,"Running",65.2,107829,"Stewart-Haas Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Casey Mears",24,37,"#07","Chevrolet","91/0",199,0,"Running",54.9,93650,"Richard Childress Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Joey Logano",25,24,"#20","Toyota","88/0",199,0,"Running",59.9,124776,"Joe Gibbs Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Jeff Burton",26,22,"#31","Chevrolet","85/0",199,0,"Running",57.4,121981,"Richard Childress Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Reed Sorenson",27,28,"#43","Dodge","82/0",199,0,"Running",52.8,115626,"Richard Petty Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Bobby Labonte",28,17,"#96","Ford","79/0",199,0,"Running",48.2,105654,"Hall of Fame Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Sam Hornish Jr.",29,34,"#77","Dodge","76/0",198,0,"Running",49.9,96485,"Penske Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Michael Waltrip",30,36,"#55","Toyota","73/0",198,0,"Running",43.7,86050,"Michael Waltrip Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Marcos Ambrose",31,33,"#47","Toyota","70/0",198,0,"Running",43.2,92973,"JTG Daugherty Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"David Gilliland",32,35,"#171","Chevrolet","67/0",198,0,"Running",44.2,76800,"TRG Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"John Andretti",33,10,"#34","Chevrolet","64/0",198,0,"Running",52,83175,"Front Row Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Paul Menard",34,38,"#98","Ford","61/0",197,0,"Running",36.6,104531,"Yates Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Max Papis",35,43,"#113","Toyota","58/0",193,0,"Running",28.4,73975,"Germain Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Martin Truex Jr.",36,19,"#1","Chevrolet","55/0",192,0,"Running",42.5,108915,"Earnhardt Ganassi Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Scott Speed",37,21,"#82","Toyota","52/0",174,0,"Running",33.2,85948,"Team Red Bull"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"David Stremme",38,26,"#12","Dodge","49/0",159,0,"accident",47.6,106280,"Penske Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"A.J. Allmendinger",39,6,"#44","Dodge","46/0",144,0,"Running",58.6,73740,"Richard Petty Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Dave Blaney",40,39,"#66","Toyota","43/0",23,0,"engine",29.5,73700,"Prism Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Sterling Marlin",41,42,"#09","Dodge","40/0",23,0,"electrical",28.9,73665,"Phoenix Racing"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Joe Nemechek",42,40,"#187","Toyota","37/0",20,0,"electrical",31,73620,"NEMCO Motorsports"
15,2009-06-14,"Michigan",43,2,"P",400,3,155.491,11,"Tony Raines",43,41,"#37","Dodge","34/0",17,0,"electrical",25.3,73226,"Front Row Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Kasey Kahne",1,5,"#9","Dodge","195/10",113,37,"Running",132.4,345071,"Richard Petty Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Tony Stewart",2,4,"#14","Chevrolet","175/5",113,11,"Running",128.1,211096,"Stewart-Haas Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Marcos Ambrose",3,3,"#47","Toyota","165/0",113,0,"Running",113.6,175496,"JTG Daugherty Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Jimmie Johnson",4,11,"#48","Chevrolet","160/0",113,0,"Running",101.1,175274,"Hendrick Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Denny Hamlin",5,24,"#11","Toyota","160/5",113,33,"Running",119.2,128325,"Joe Gibbs Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Juan Pablo Montoya",6,17,"#42","Chevrolet","150/0",113,0,"Running",107.6,142896,"Earnhardt Ganassi Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"A.J. Allmendinger",7,20,"#44","Dodge","146/0",113,0,"Running",88.7,98700,"Richard Petty Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Clint Bowyer",8,26,"#33","Chevrolet","142/0",113,0,"Running",85.2,103900,"Richard Childress Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Jeff Gordon",9,13,"#24","Chevrolet","138/0",113,0,"Running",85.4,131149,"Hendrick Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Elliott Sadler",10,8,"#19","Dodge","134/0",113,0,"Running",83.3,100425,"Richard Petty Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Patrick Carpentier",11,38,"#55","Toyota","130/0",113,0,"Running",71.1,96800,"Michael Waltrip Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Max Papis",12,33,"#113","Toyota","127/0",113,0,"Running",75.4,85400,"Germain Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Carl Edwards",13,34,"#99","Ford","124/0",113,0,"Running",87.2,136054,"Roush Fenway Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Jamie McMurray",14,23,"#26","Ford","121/0",113,0,"Running",77,95050,"Roush Fenway Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Kurt Busch",15,27,"#2","Dodge","123/5",113,1,"Running",96.5,1e+05,"Penske Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Brian Vickers",16,1,"#83","Toyota","120/5",113,16,"Running",92.6,119621,"Team Red Bull"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Ryan Newman",17,7,"#39","Chevrolet","112/0",113,0,"Running",86.3,112902,"Stewart-Haas Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Matt Kenseth",18,10,"#17","Ford","109/0",113,0,"Running",84.4,126663,"Roush Fenway Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Joey Logano",19,12,"#20","Toyota","106/0",113,0,"Running",86.2,126699,"Joe Gibbs Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Bobby Labonte",20,25,"#96","Ford","103/0",113,0,"Running",61.6,112052,"Hall of Fame Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Paul Menard",21,30,"#98","Ford","100/0",113,0,"Running",52.9,112429,"Yates Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Kyle Busch",22,2,"#18","Toyota","102/5",113,10,"Running",90.4,126546,"Joe Gibbs Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Casey Mears",23,21,"#07","Chevrolet","94/0",113,0,"Running",53,95600,"Richard Childress Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Boris Said",24,9,"#08","Ford","91/0",113,0,"Running",87.3,76100,"EM Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Martin Truex Jr.",25,6,"#1","Chevrolet","88/0",113,0,"Running",53.6,114913,"Earnhardt Ganassi Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Dale Earnhardt Jr.",26,35,"#88","Chevrolet","85/0",113,0,"Running",61.2,93050,"Hendrick Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Ron Fellows",27,29,"#09","Chevrolet","82/0",113,0,"Running",58.3,77700,"Phoenix Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Greg Biffle",28,15,"#16","Ford","79/0",113,0,"Running",53.9,93525,"Roush Fenway Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Kevin Harvick",29,16,"#29","Chevrolet","76/0",113,0,"Running",59.8,114818,"Richard Childress Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"John Andretti",30,41,"#34","Chevrolet","73/0",113,0,"Running",40.2,86175,"Front Row Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"David Reutimann",31,42,"#00","Toyota","70/0",113,0,"Running",35.5,99621,"Michael Waltrip Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"David Gilliland",32,32,"#171","Chevrolet","67/0",113,0,"Running",35.2,75855,"TRG Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"David Ragan",33,40,"#6","Ford","64/0",113,0,"Running",59.9,82195,"Roush Fenway Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Jeff Burton",34,36,"#31","Chevrolet","61/0",113,0,"Running",45.7,120484,"Richard Childress Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Mark Martin",35,14,"#5","Chevrolet","58/0",113,0,"Running",51.8,80995,"Hendrick Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Robby Gordon",36,22,"#7","Toyota","60/5",113,3,"Running",64.3,92193,"Robby Gordon Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Scott Speed",37,31,"#187","Toyota","57/5",112,2,"Running",32.6,72750,"NEMCO Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Sam Hornish Jr.",38,18,"#77","Dodge","49/0",106,0,"Running",52.3,91943,"Penske Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"David Stremme",39,39,"#12","Dodge","46/0",101,0,"overheating",35.7,105563,"Penske Racing"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Reed Sorenson",40,28,"#43","Dodge","43/0",99,0,"Running",36.5,110274,"Richard Petty Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Brandon Ash",41,43,"#102","Dodge","40/0",94,0,"accident",28,72225,"Ash Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"Dave Blaney",42,19,"#66","Toyota","37/0",3,0,"rear end",26.9,72130,"Prism Motorsports"
16,2009-06-21,"Sonoma",43,1.99,"R",225,7,71.012,10,"P.J. Jones",43,37,"#204","Toyota","0/0",2,0,"power steering",27.8,72490,"Robby Gordon Motorsports"
17,2009-06-28,"Loudon",43,1.058,"P",289,11,97.497,21,"Joey Logano",1,24,"#20","Toyota","190/5",273,10,"Running",84.8,276201,"Joe Gibbs Racing"
17,2009-06-28,"Loudon",43,1.058,"P",289,11,97.497,21,"Jeff Gordon",2,2,"#24","Chevrolet","175/5",273,64,"Running",130.9,207226,"Hendrick Motorsports"
17,2009-06-28,"Loudon",43,1.058,"P",289,11,97.497,21,"Kurt Busch",3,4,"#2","Dodge","170/5",273,28,"Running",123.2,146675,"Penske Racing"
17,2009-06-28,"Loudon",43,1.058,"P",289,11,97.497,21,"David Reutimann",4,14,"#00","Toyota","160/0",273,0,"Running",94.1,146423,"Michael Waltrip Racing"
17,2009-06-28,"Loudon",43,1.058,"P",289,11,97.497,21,"Tony Stewart",5,1,"#14","Chevrolet","160/5",273,40,"Running",117.5,134548,"Stewart-Haas Racing"
17,2009-06-28,"Loudon",43,1.058,"P",289,11,97.497,21,"Brad Keselowski",6,36,"#09","Chevrolet","150/0",273,0,"Running",67.9,100350,"Phoenix Racing"
17,2009-06-28,"Loudon",43,1.058,"P",289,11,97.497,21,"Kyle Busch",7,9,"#18","Toyota","146/0",273,0,"Running",108.4,140673,"Joe Gibbs Racing"
17,2009-06-28,"Loudon",43,1.058,"P",289,11,97.497,21,"Sam Hornish Jr.",8,26,"#77","Dodge","142/0",273,0,"Running",93.8,113510,"Penske Racing"
